Title,Time,Description,Source
Israeli hostages impregnated as Hamas captives to take call on abortion: Report,"Thu, 25 Jan 2024 17:23:22 GMT","Reports have surfaced suggesting that scores of women, who are held captive by the Palestinian terror group Hamas, have stopped menstruating.
In Israel, abortion is taken up by a pregnancy termination committee typically, which further determines whether to grant an abortion request.
As per data, there exist more than 130 Israeli hostages, including teenage girls and women, still under Hamas's captivity.
This number was reached following the now-expired temporary truce and prisoners-hostages swap deal between Israel and Hamas ended in November.
Meanwhile, Hamas has denied allegations of sexual abuse of Israeli captives by its gunmen.",https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL3dvcmxkL3N0b3J5L2lzcmFlbC1wcmVwYXJpbmctdG8taGVscC13b21hbi1ob3N0YWdlcy1pbXByZWduYXRlZC1hcy1oYW1hcy1jYXB0aXZlLXNheXMtcmVwb3J0LTI0OTM2NjEtMjAyNC0wMS0yNdIBjQFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2FtcC93b3JsZC9zdG9yeS9pc3JhZWwtcHJlcGFyaW5nLXRvLWhlbHAtd29tYW4taG9zdGFnZXMtaW1wcmVnbmF0ZWQtYXMtaGFtYXMtY2FwdGl2ZS1zYXlzLXJlcG9ydC0yNDkzNjYxLTIwMjQtMDEtMjU?oc=5
UNRWA: What we know about Israel’s allegations against UN staffers in Gaza,"Sun, 28 Jan 2024 06:20:00 GMT","The United Nations Relief and Works Agency (UNRWA) fired several employees in the wake of the allegations, which have not been made public.
UNRWA was established by the United Nations after the 1948 Arab-Israeli war to provide humanitarian assistance for displaced Palestinians.
At least 152 UNRWA staffers have been killed in Gaza since the Israel-Hamas war began, according to the agency.
Neither Israel nor UNRWA have specified the nature of the alleged involvement of UNRWA employees in the events of October 7.
Several Western countries announced the suspension of funding for UNRWA in the wake of the allegations.",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmNubi5jb20vMjAyNC8wMS8yNy9taWRkbGVlYXN0L3VucndhLWlzcmFlbC1oYW1hcy1vY3RvYmVyLTctYWxsZWdhdGlvbnMtaW50bC9pbmRleC5odG1s0gFmaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyNC8wMS8yNy9taWRkbGVlYXN0L3VucndhLWlzcmFlbC1oYW1hcy1vY3RvYmVyLTctYWxsZWdhdGlvbnMtaW50bC9pbmRleC5odG1s?oc=5
"Qatar, a key mediator in sensitive Israel-Hamas talks, lashes out at Netanyahu over critical remarks","Wed, 24 Jan 2024 23:36:00 GMT","Qatar has been a critical link in negotiating efforts between Israel and Hamas.
Israel views those organizations with suspicion, seeing them as biased against it and not helpful enough in securing the hostages’ freedom.
Mr. Netanyahu also said in the leaked audio that he had expressed anger at the U.S. for renewing a military base in the Gulf state.
But officials say the gap between the two sides is still wide, and the spat between Mr. Netanyahu and Qatar could rattle the negotiations.
An attack Monday near the border killed 21 Israeli soldiers as they were preparing explosives for a controlled demolition.",https://news.google.com/rss/articles/CBMiogFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3FhdGFyLWEta2V5LW1lZGlhdG9yLWluLXNlbnNpdGl2ZS1pc3JhZWwtaGFtYXMtdGFsa3MtbGFzaGVzLW91dC1hdC1uZXRhbnlhaHUtb3Zlci1jcml0aWNhbC1yZW1hcmtzL2FydGljbGU2Nzc3NDMxOS5lY2XSAacBaHR0cHM6Ly93d3cudGhlaGluZHUuY29tL25ld3MvaW50ZXJuYXRpb25hbC9xYXRhci1hLWtleS1tZWRpYXRvci1pbi1zZW5zaXRpdmUtaXNyYWVsLWhhbWFzLXRhbGtzLWxhc2hlcy1vdXQtYXQtbmV0YW55YWh1LW92ZXItY3JpdGljYWwtcmVtYXJrcy9hcnRpY2xlNjc3NzQzMTkuZWNlL2FtcC8?oc=5
US halts funding for UN agency over claims staff joined Oct. 7 Hamas attacks,"Fri, 26 Jan 2024 16:50:01 GMT","The Biden administration suspended funding for the UN agency that aids Palestinian refugees over Israeli allegations that some of its staff joined the Oct. 7 attack by Hamas militants on southern Israel.
“There must be complete accountability for anyone who participated in the heinous attacks of October 7,"" he said.
The US announcement came shortly after UNRWA said it fired the staff in question and announced it would investigate the claims against them.
Former President Donald Trump slashed US funding for UNRWA early in his administration.
President Joe Biden restored much of that funding, and the US contributed more than $296 million to the group in 2023.",https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy93b3JsZC91cy1oYWx0cy1mdW5kaW5nLWZvci11bi1hZ2VuY3ktb3Zlci1jbGFpbXMtc3RhZmYtam9pbmVkLW9jdC03LWhhbWFzLWF0dGFja3MtaXNyYWVsLTExNzA2Mjg3NDAxODcyLmh0bWzSAY4BaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL25ld3Mvd29ybGQvdXMtaGFsdHMtZnVuZGluZy1mb3ItdW4tYWdlbmN5LW92ZXItY2xhaW1zLXN0YWZmLWpvaW5lZC1vY3QtNy1oYW1hcy1hdHRhY2tzLWlzcmFlbC9hbXAtMTE3MDYyODc0MDE4NzIuaHRtbA?oc=5
"January 27, 2024 Israel-Hamas war","Sun, 28 Jan 2024 01:52:00 GMT","The Israel Defense Forces claimed UNRWA facilities were used for ""terrorist purposes"" in a statement on Saturday.
Hospital facilities have been ""under siege"" as the Israeli military intensifies operations there over the past week, according to the Palestine Red Crescent Society.
Where hostage talks stand: Israeli Prime Minister Benjamin Netanyahu challenged Qatar on Saturday, saying, ""They position themselves as intermediaries.
""I will not give up a route of pressuring Hamas or whoever can affect Hamas to bring our hostages back.""
The Houthis claim the attacks are in solidarity with the Palestinian people as a result of the war in Gaza — an argument the US has repeatedly rejected.",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmNubi5jb20vbWlkZGxlZWFzdC9saXZlLW5ld3MvaXNyYWVsLWhhbWFzLXdhci1nYXphLW5ld3MtMDEtMjctMjQvaW5kZXguaHRtbNIBW2h0dHBzOi8vYW1wLmNubi5jb20vY25uL21pZGRsZWVhc3QvbGl2ZS1uZXdzL2lzcmFlbC1oYW1hcy13YXItZ2F6YS1uZXdzLTAxLTI3LTI0L2luZGV4Lmh0bWw?oc=5
"Oil settles at 2-month high on US macro data; Brent, WTI score biggest weekly gain since Israel-Hamas war","Sat, 27 Jan 2024 14:53:09 GMT","Brent crude futures rose $1.12, or 1.4 per cent, to settle at $83.55 a barrel, their highest close since November 30.
What's driving crude oil prices?
The depletion in inventories, especially around the WTI delivery point at Cushing in Oklahoma and across the Midwest, could create a squeeze on nearby futures prices.
-On the demand side, US - the world's biggest oil consumer, registered faster-than-expected economic growth in the fourth quarter, data showed on Thursday.
Also Read: India's crude oil output down 1.03% to 2.5 MMT in December, imports rise 1.1% YoY: PPACWhere are prices headed?",https://news.google.com/rss/articles/CBMiqwFodHRwczovL3d3dy5saXZlbWludC5jb20vbWFya2V0L2NvbW1vZGl0aWVzL29pbC1zZXR0bGVzLWF0LTItbW9udGgtaGlnaC1vbi1zdHJvbmctbWFjcm8tZGF0YS1icmVudC13dGktc2NvcmUtYmlnZ2VzdC13ZWVrbHktZ2Fpbi1zaW5jZS1pc3JhZWwtaGFtYXMtd2FyLTExNzA2MzY2MTc0MzI1Lmh0bWzSAa8BaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL21hcmtldC9jb21tb2RpdGllcy9vaWwtc2V0dGxlcy1hdC0yLW1vbnRoLWhpZ2gtb24tc3Ryb25nLW1hY3JvLWRhdGEtYnJlbnQtd3RpLXNjb3JlLWJpZ2dlc3Qtd2Vla2x5LWdhaW4tc2luY2UtaXNyYWVsLWhhbWFzLXdhci9hbXAtMTE3MDYzNjYxNzQzMjUuaHRtbA?oc=5
Hamas Releases Video Of 3 Israeli Women Hostages After UN Court Ruling,"Fri, 26 Jan 2024 14:58:42 GMT","The three women have been identified by AFP using official and community sources.
Palestinian militant group Hamas released a video on Friday showing three Israeli women held hostage in Gaza since the October 7 attack.
Two of the women who appeared in the five-minute video said they were Israeli soldiers, and the third said she was a civilian.
The three women have been identified by AFP using official and community sources.
The women said they had been detained for 107 days, suggesting the video may have been filmed on Sunday.",https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm5kdHYuY29tL3dvcmxkLW5ld3MvaGFtYXMtcmVsZWFzZXMtdmlkZW8tb2YtMy1pc3JhZWxpLXdvbWVuLWhvc3RhZ2VzLWFmdGVyLXVuLWNvdXJ0LXJ1bGluZy00OTM3NTUy0gF0aHR0cHM6Ly93d3cubmR0di5jb20vd29ybGQtbmV3cy9oYW1hcy1yZWxlYXNlcy12aWRlby1vZi0zLWlzcmFlbGktd29tZW4taG9zdGFnZXMtYWZ0ZXItdW4tY291cnQtcnVsaW5nLTQ5Mzc1NTIvYW1wLzE?oc=5
U.S. Suspends Funding to UNRWA Amid Hamas Attack Claims,"Sat, 27 Jan 2024 17:19:09 GMT","The claims come as a black eye for UNRWA, which provides humanitarian assistance and protection to Palestinian refugees in the Gaza Strip, Jordan, Lebanon, Syria and the West Bank.
The U.S. State Department said in a statement Friday that 12 UNRWA staff had been accused of links to the attacks.
The U.S. — UNRWA’s main donor — also announced Friday it was suspending additional funding for the organization in the wake of the allegations.
The U.K., Australia, Canada, Italy and Finland also said they are pausing additional funding to UNRWA.
UNRWA plays “a critical role in providing lifesaving assistance to Palestinians, including essential food, medicine, shelter, and other vital humanitarian support,” Miller said in the statement.",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vdGltZS5jb20vNjU4OTM3My91cy1zdXNwZW5kcy1mdW5kaW5nLXVucndhLWhhbWFzLXN0YWZmLWludm9sdmVtZW50LWNsYWltcy_SAQA?oc=5
Hamas blasts Israel’s plan to create buffer zone in Gaza as a ‘crime’,"Thu, 25 Jan 2024 20:27:30 GMT","Israel’s efforts to create a buffer zone along its border with Gaza constitute a “crime” and act of “blatant aggression” against the Palestinian people, Hamas official Osama Hamdan has said, following media reports suggesting such a plan is under way.
Israel’s media on Wednesday reported that its military was aiming to create an informal buffer zone about a kilometre (half a mile) wide to prevent attackers from reaching Israeli communities near Gaza.
Barghouti said that if the US was serious about its opposition to the buffer zone, it would tell Israel to stop its attacks on Gaza.
Al Jazeera’s Kimberly Halkett, reporting from Washington DC, said Israeli plans to create a buffer zone in Gaza are not going down well at the White House.
“There is some scope for a transitional arrangement on a buffer zone, but the worry… is that historically, transitional arrangements have become permanent.”",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzEvMjUvaGFtYXMtYmxhc3RzLWlzcmFlbHMtcGxhbi10by1jcmVhdGUtYnVmZmVyLXpvbmUtaW4tZ2F6YS1hcy1hLWNyaW1l0gFvaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDI0LzEvMjUvaGFtYXMtYmxhc3RzLWlzcmFlbHMtcGxhbi10by1jcmVhdGUtYnVmZmVyLXpvbmUtaW4tZ2F6YS1hcy1hLWNyaW1l?oc=5
Watch: Hamas releases new video showing 3 female Israeli hostages begging to be released from Gaza,"Sat, 27 Jan 2024 03:58:02 GMT","Jan 27, 2024, 09:28AM ISTSource: TOI.inHamas released a video showing three Israeli hostages in Gaza, identified as Daniella Gilboa, Karina Ariev, and Doron Steinbrecher, kidnapped during an October 7 attack.
The captives, unseen since, become central in calls for Hamas-Israel negotiations.
The attack, catching Israeli defenses off guard, resulted in significant casualties and abductions.",https://news.google.com/rss/articles/CBMisQFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS92aWRlb3MvdG9pLW9yaWdpbmFsL3dhdGNoLWhhbWFzLXJlbGVhc2VzLW5ldy12aWRlby1zaG93aW5nLTMtZmVtYWxlLWlzcmFlbGktaG9zdGFnZXMtYmVnZ2luZy10by1iZS1yZWxlYXNlZC1mcm9tLWdhemEvdmlkZW9zaG93LzEwNzE3ODc1MC5jbXPSAbUBaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vdmlkZW9zL3RvaS1vcmlnaW5hbC93YXRjaC1oYW1hcy1yZWxlYXNlcy1uZXctdmlkZW8tc2hvd2luZy0zLWZlbWFsZS1pc3JhZWxpLWhvc3RhZ2VzLWJlZ2dpbmctdG8tYmUtcmVsZWFzZWQtZnJvbS1nYXphL2FtcF92aWRlb3Nob3cvMTA3MTc4NzUwLmNtcw?oc=5
US's action on UN agency after claims that staff joined Hamas attacks on Israel | Top points,"Sat, 27 Jan 2024 03:21:45 GMT","Washington is the biggest donor of UNRWA and provided $340 million in 2022 and several hundred million in 2023.
The UNRWA has been the main agency providing humanitarian aid for thousands of people in Gaza in the wake of Israel's deadly counteroffensive against Hamas in Gaza following the October 7, 2023 attacks.
ISRAEL-HAMAS WAR | TOP POINTS Lazzarini said that contracts with ""several"" UNRWA employees were suspended and an investigation into the matter was order after Israel gave information about the staffers' alleged role in the Hamas attacks on Israel.
This came after genocide charges against Israel were brought by South Africa at the world court.
South Africa welcomed the ruling, with President Cyril Ramaphosa saying that Israel's ""crimes against Palestinians were laid bare"".",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vd29ybGQvc3RvcnkvdXMtcGFsZXN0aW5pYW4tdW5yd2EtYWdlbmN5LXN0YWZmZXItZmlyZWQtaGFtYXMtYXR0YWNrLWlzcmFlbC1nYXphLTI0OTQxNzItMjAyNC0wMS0yN9IBf2h0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vYW1wL3dvcmxkL3N0b3J5L3VzLXBhbGVzdGluaWFuLXVucndhLWFnZW5jeS1zdGFmZmVyLWZpcmVkLWhhbWFzLWF0dGFjay1pc3JhZWwtZ2F6YS0yNDk0MTcyLTIwMjQtMDEtMjc?oc=5
Israel-Hamas War Day 114: IDF strikes at terrorists and tunnels in Gaza,"Sun, 28 Jan 2024 11:50:27 GMT","In return, Israel would release numerous Palestinian prisoners and expand the aid entering Gaza, the WSJ said.
(credit: Shannon Stapleton/Reuters)In the subsequent phases, Hamas would release Israeli female soldiers and male soldiers, followed by bodies of hostages.
The last ceasefire between Israel and Hamas came into effect on November 24 and lasted until November 30.
During that time, 105 Israeli hostages were released from Gaza captivity.
There are still 136 hostages detained by Hamas in Gaza.",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9pc3JhZWwtaGFtYXMtd2FyLzIwMjQtMDEtMjgvbGl2ZS11cGRhdGVzLTc4NDAxM9IBAA?oc=5
Israel-Hamas war: Germany joins states pausing UNRWA funding – DW – 01/28/2024,"Sun, 28 Jan 2024 08:37:30 GMT","Hindering Hamas' ability to use tunnels is at the center of Israel's efforts to capture the group's top leaders and rescue the remaining Israeli hostages.
Some hostages are being held in a command center in a tunnel under Khan Younis, Israeli officials claimed, according to the US newspaper.
Israel, Germany, the United States and several other countries have designated Hamas a terrorist organization.
An operation on that command center could endanger the hostages, former Israeli officials and military analysts told the WSJ.
Reports have said that most of the tunnels are just two meters high and two meters wide.",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmR3LmNvbS9lbi9pc3JhZWwtaGFtYXMtd2FyLWdlcm1hbnktam9pbnMtc3RhdGVzLXBhdXNpbmctdW5yd2EtZnVuZGluZy9saXZlLTY4MTA0ODM00gEA?oc=5
Biden spoke with Qatar's emir on efforts to free Hamas hostages,"Fri, 26 Jan 2024 19:31:35 GMT","US President Joe Biden spoke Friday with Qatar's emir to discuss efforts to free the hostages still being held in Gaza by Hamas, the White House said.
Biden also spoke Friday with President Abdel Fattah al-Sisi of Egypt, White House national security spokesman John Kirby said.
The news outlet Axios has reported that Israel offered Hamas a two-month pause in fighting in Gaza in exchange for the release of all hostages.
Israeli authorities say 132 hostages are still being held in the Gaza Strip, 28 of whom are presumed dead.
Vowing to crush Hamas, Israel launched a relentless military campaign that has killed at least 26,083 people in the Palestinian territory, mostly women and children, according to the Gaza health ministry.",https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LmhpbmR1c3RhbnRpbWVzLmNvbS93b3JsZC1uZXdzL2JpZGVuLXNwb2tlLXdpdGgtcWF0YXJzLWVtaXItb24tZWZmb3J0cy10by1mcmVlLWhhbWFzLWhvc3RhZ2VzLTEwMTcwNjI5NzI1MDU1NC5odG1s0gGBAWh0dHBzOi8vd3d3LmhpbmR1c3RhbnRpbWVzLmNvbS93b3JsZC1uZXdzL2JpZGVuLXNwb2tlLXdpdGgtcWF0YXJzLWVtaXItb24tZWZmb3J0cy10by1mcmVlLWhhbWFzLWhvc3RhZ2VzLTEwMTcwNjI5NzI1MDU1NC1hbXAuaHRtbA?oc=5
Middle East conflict live updates U.N. chief condemns ‘abhorrent alleged acts’ by 12 staff but says aid must continue,"Sun, 28 Jan 2024 10:58:09 GMT","The ruling is not a verdict on whether Israel has committed genocide, which could take years.
Biden plans to dispatch CIA Director William J. Burns in the coming days to help broker an ambitious hostage deal.
Frustration is turning to fury for Israel’s hostage families as calls for a two-state solution also intensify.
Israeli-Palestinian conflict: The Hamas-controlled Gaza Strip has a complicated history.
Understand what’s behind the Israel-Gaza war and read about the history of the Israeli-Palestinian conflict.",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS93b3JsZC8yMDI0LzAxLzI4L2lzcmFlbC1oYW1hcy13YXItbmV3cy1nYXphLXBhbGVzdGluZS_SAQA?oc=5
Middle East crisis live: Israel ambassador to UN says secretary general ‘ignored evidence’ about agency’s work in Gaza,"Sun, 28 Jan 2024 10:43:51 GMT","Palestinian medics and residents said Israel continued to bomb areas around the two main hospitals in the southern city of Khan Younis .
At least 26,422 Palestinians have been killed and 65,087 injured in Israeli strikes on Gaza since 7 October, the Gaza health ministry said on Sunday.
Jan Egeland , the secretary general of the Norwegian Refugee Council, said that “lifesaving aid” in Gaza is being threatened by donors “recklessly suspending aid” to UNRWA.
Palestinian medics and residents said Israel continued to bomb areas around the two main hospitals in the southern city of Khan Younis.
The Israeli army’s air force also confirmed “intense fighting” is ongoing in Khan Younis, and it conducted multiple airstrikes on Sunday.",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC9saXZlLzIwMjQvamFuLzI4L21pZGRsZS1lYXN0LWNyaXNpcy1saXZlLWlzcmFlbC1nYXphLWhhbWFzLXVzLW5lZ290aWF0aW9ucy1ob3N0YWdlcy1maWdodGluZ9IBfmh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS93b3JsZC9saXZlLzIwMjQvamFuLzI4L21pZGRsZS1lYXN0LWNyaXNpcy1saXZlLWlzcmFlbC1nYXphLWhhbWFzLXVzLW5lZ290aWF0aW9ucy1ob3N0YWdlcy1maWdodGluZw?oc=5
Has Israel realised that it can’t ‘eradicate’ Hamas?,"Fri, 26 Jan 2024 07:57:54 GMT","Israel vowed to eradicate Hamas, but now the group has resurfaced in northern Gaza after 112 days of war.
But on January 16, Hamas launched 25 rockets from the northern Gaza strip at the southern Israeli city of Netivot.
Now, the fresh signs of Hamas regaining the ability to target Israel from northern Gaza further bolster those predictions.
“My feeling is that Israel is treating every dead male [in Gaza] as Hamas,” Lovatt told Al Jazeera.
Lovatt said he doubted the Israeli figure of 9,000 Hamas fighters killed so far.",https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDI0LzEvMjYvaXNyYWVsLWhhbWFzLXJlc3VyZmFjZS1ub3J0aC1nYXph0gFOaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDI0LzEvMjYvaXNyYWVsLWhhbWFzLXJlc3VyZmFjZS1ub3J0aC1nYXph?oc=5
Why the Israeli Left Should Support the War in Gaza Against Hamas,"Sun, 28 Jan 2024 03:20:00 GMT","The difference is simple: The Palestine Liberation Organization is good and Hamas is evil.
The PLO, once a synonym for beasts worse than Nazis, recognized the State of Israel and conduced diplomatic negotiations, even with Benjamin Netanyahu in the past.
It supported dividing the land based on the 1967 borders.
It is adhering to the Oslo Accords even after making a strategic mistake – embarking on the second intifada.",https://news.google.com/rss/articles/CBMipQFodHRwczovL3d3dy5oYWFyZXR6LmNvbS9vcGluaW9uLzIwMjQtMDEtMjgvdHktYXJ0aWNsZS8ucHJlbWl1bS93aHktdGhlLWlzcmFlbGktbGVmdC1zaG91bGQtc3VwcG9ydC10aGUtd2FyLWluLWdhemEtYWdhaW5zdC1oYW1hcy8wMDAwMDE4ZC00YzY3LWQ1NjEtYTViZC02ZGVmY2I4MjAwMDDSAQA?oc=5
UNRWA claims: UN chief Guterres seeks aid halt U-turn after staff alleged of helping Hamas,"Sat, 27 Jan 2024 10:35:00 GMT","Some countries have said they will continue their support for UNRWA.
Norway's representative to the Palestinian Authority said the organisation has a ""crucial role"" in distributing aid, and emphasised the ""need to distinguish between what individuals may have done, and what UNRWA stands for"".",https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02ODExOTI2ONIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02ODExOTI2OC5hbXA?oc=5
UN agency probes staff accused of involvement in Hamas attack on Israel,"Fri, 26 Jan 2024 17:40:00 GMT","EU and US say they are concerned by the allegations.
The United Nations Relief and Works Agency for Palestine Refugees (UNRWA) launched an investigation into allegations by Israel that several of the agency’s employees were involved in the October 7 Hamas attacks on Israel.
“The Israeli authorities have provided UNRWA with information about the alleged involvement of several UNRWA employees in the horrific attacks on Israel on October 7,” Philippe Lazzarini, the agency’s commissioner general, said in a statement on Friday.
“To protect the agency’s ability to deliver humanitarian assistance, I have taken the decision to immediately terminate the contracts of these staff members and launch an investigation in order to establish the truth without delay.”The Hamas militant group staged a rampage into southern Israel on October 7, killing at least 1,200 people and abducting more than 250 others.
Israel has retaliated with a military campaign in the Gaza Strip that has left more than 25,000 Palestinians dead.",https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnBvbGl0aWNvLmV1L2FydGljbGUvdW4tYWdlbmN5LXVucndhLXN0YWZmLWFjY3VzZWQtaW52b2x2ZW1lbnQtaW4tb2N0b2Jlci03LWF0dGFjay1pc3JhZWwtaGFtYXMtcGFsZXN0aW5lL9IBAA?oc=5
"NYU professor rejects claim Hamas beheaded Israeli infants, denounces New York as ‘Zionist’ city","Thu, 25 Jan 2024 16:55:41 GMT","In a shocking incident, an NYU adjunct professor denounced New York City as “Zionist,"" while claiming that the reports of Hamas beheaded Israeli babies and raped women on October 7, 2023, were “not true”.
“We live in a Zionist city,” Husain says.
He has ""organised multiple violent New York City disruptions, promoted hatred of America and the police and incited hatred against pro-Israel supporters with Within Our Lifetime (WOL), an anti-Israel activist group in New York,"" Husain’s Canary Mission bio states.
In response to a question about Husain's employment status at NYU, Beckman stated, ""He's not in the classroom currently.""
Hamas killed at least 1,200 people when it launched an attack in southern Israel on October 7.",https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vd29ybGQtbmV3cy91cy1uZXdzL255dS1wcm9mZXNzb3ItcmVqZWN0cy1jbGFpbS1oYW1hcy1iZWhlYWRlZC1pc3JhZWxpLWluZmFudHMtZGVub3VuY2VzLW5ldy15b3JrLWFzLXppb25pc3QtY2l0eS0xMDE3MDYxOTc1MjU2NjguaHRtbNIBqAFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vd29ybGQtbmV3cy91cy1uZXdzL255dS1wcm9mZXNzb3ItcmVqZWN0cy1jbGFpbS1oYW1hcy1iZWhlYWRlZC1pc3JhZWxpLWluZmFudHMtZGVub3VuY2VzLW5ldy15b3JrLWFzLXppb25pc3QtY2l0eS0xMDE3MDYxOTc1MjU2NjgtYW1wLmh0bWw?oc=5
Hamas Says Would Abide By Gaza Ceasefire If Ruled By World Court,"Thu, 25 Jan 2024 20:15:40 GMT","Nearly 26,000 people, mostly women, have been killed since Israel launched military operation in Gaza.
Palestinian operative group Hamas said Thursday it would abide by a ceasefire in its war with Israel in Gaza if the UN's top court ordered one and Israel did the same.
The International Court of Justice is due to hand down its landmark ruling on Friday in the case brought by South Africa against Israel over alleged genocide in Gaza.
""In case The Hague-based ICJ issues a ruling to cease-fire, the Hamas movement will abide by it as long as the enemy does the same,"" Hamas said in a statement.
If the ceasefire verdict is ordered, Hamas will also release Israeli captives it holds in Gaza in exchange for Palestinian detainees in Israeli jails, the group said.",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm5kdHYuY29tL3dvcmxkLW5ld3MvaGFtYXMtc2F5cy13b3VsZC1hYmlkZS1ieS1nYXphLWNlYXNlZmlyZS1pZi1ydWxlZC1ieS13b3JsZC1jb3VydC00OTMyNzgx0gFuaHR0cHM6Ly93d3cubmR0di5jb20vd29ybGQtbmV3cy9oYW1hcy1zYXlzLXdvdWxkLWFiaWRlLWJ5LWdhemEtY2Vhc2VmaXJlLWlmLXJ1bGVkLWJ5LXdvcmxkLWNvdXJ0LTQ5MzI3ODEvYW1wLzE?oc=5
It's not enforceable. It doesn't say if Israel is committing genocide. What's ICJ's Gaza ruling for?,"Sun, 28 Jan 2024 11:46:06 GMT","A panel of 17 judges at the Hague-based International Court of Justice on Friday ordered Israel to implement a series of measures aimed at averting genocide in the Gaza Strip.
What impact will the ICJ ruling have on Gaza?
South Africa had asked the court to issue an emergency order to compel Israel to commit to a cease-fire in Gaza.
It ordered Israel to prevent and punish public comments that incite genocide.
Meanwhile, Palestinian lawmaker Mustafa Barghouti said that because of the scale of destruction and ongoing fighting in Gaza, ""Israel cannot implement ICJ decisions without an immediate and permanent ceasefire.""",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnVzYXRvZGF5LmNvbS9zdG9yeS9uZXdzL3dvcmxkLzIwMjQvMDEvMjcvaWNqLXJ1bGluZy1nYXphLWdlbm9jaWRlLXdoYXQtaXQtbWVhbnMvNzIzNjUxNjIwMDcv0gEA?oc=5
UN chief vows to punish staff involved in Hamas attack - but pleads for aid agency funding to resume,"Sun, 28 Jan 2024 05:48:45 GMT","In his first direct comments on the issue, the UN chief gave details about the UNRWA staff implicated in the ""abhorrent alleged acts"".
""UNRWA is the primary humanitarian agency in Gaza, with over two million people depending on it for their sheer survival.
You can use the buttons below to amend your preferences to enable Spreaker cookies or to allow those cookies just once.
You can change your settings at any time via the Privacy Options Unfortunately we have been unable to verify if you have consented to Spreaker cookies.
Mr Regev added the alleged UNRWA staff involvement in Hamas's operations was ""not an aberration"" and that this investigation was ""just the tip of the iceberg"".",https://news.google.com/rss/articles/CBMiiQFodHRwczovL25ld3Muc2t5LmNvbS9zdG9yeS91bi1haWQtYWdlbmN5LWNoaWVmLXNob2NrZWQtYXMtdWstYW5kLW90aGVycy1wYXVzZS1mdW5kaW5nLW92ZXItY2xhaW1zLXN0YWZmLWludm9sdmVkLWluLWhhbWFzLWF0dGFjay0xMzA1ODI3MNIBjQFodHRwczovL25ld3Muc2t5LmNvbS9zdG9yeS9hbXAvdW4tYWlkLWFnZW5jeS1jaGllZi1zaG9ja2VkLWFzLXVrLWFuZC1vdGhlcnMtcGF1c2UtZnVuZGluZy1vdmVyLWNsYWltcy1zdGFmZi1pbnZvbHZlZC1pbi1oYW1hcy1hdHRhY2stMTMwNTgyNzA?oc=5
